SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,17-00412625,01/23/2017,Front,,Open,,Vacant,false,false,2231,E,67TH,ST,60649,1192167.04020631,1860978.45531829,5,3,43,41.77350807743647,-87.57110538932083,"(41.77350807743647, -87.57110538932083)"
Vacant/Abandoned Building,17-00410155,01/23/2017,,,,,,,,1418,S,SAWYER,AVE,60623,1154926.01988927,1893000.91413115,24,10,29,41.8622065456948,-87.7067670065669,"(41.8622065456948, -87.7067670065669)"
Vacant/Abandoned Building,17-00414028,01/23/2017,Front,,Open,FRONT AND REAR,Vacant,false,true,2009,W,21ST,ST,60608,1163297.87726776,1890075.97233083,25,12,31,41.854008453327815,-87.67611729149391,"(41.854008453327815, -87.67611729149391)"
Vacant/Abandoned Building,17-00408500,01/23/2017,Front,,Open,FRONT AND BACK DOORS,Vacant,false,false,6012,S,MAY,ST,60621,1169680.42490049,1864926.76850407,16,7,68,41.78486005277352,-87.65342138948643,"(41.78486005277352, -87.65342138948643)"
Vacant/Abandoned Building,17-00410439,01/23/2017,Front,,Boarded,,Vacant,true,true,4336,S,WASHTENAW,AVE,60632,1159089.00250513,1875801.47671879,15,9,58,41.814924952099446,-87.691956707083,"(41.814924952099446, -87.691956707083)"
Vacant/Abandoned Building,17-00412377,01/23/2017,,,,,,,,10941,S,EDBROOKE,AVE,60628,1179187.64370458,1832444.20061758,9,5,49,41.69551242455924,-87.61955191177877,"(41.69551242455924, -87.61955191177877)"
Vacant/Abandoned Building,17-00412959,01/23/2017,Rear,,Boarded,REAR GATE,Vacant,false,true,918,N,DRAKE,AVE,60651,1152545.34452456,1905891.39942907,27,11,23,41.89762674794639,-87.71516534586122,"(41.89762674794639, -87.71516534586122)"
Vacant/Abandoned Building,17-00417657,01/23/2017,Front,,Open,WINDOWS - DOORS,Vacant,false,true,11,E,116TH,ST,60628,1178457.76772121,1827713.49941193,9,5,53,41.682547258267626,-87.62236717072196,"(41.682547258267626, -87.62236717072196)"
Vacant/Abandoned Building,17-00429908,01/24/2017,Front,,Open,,Vacant,false,false,6511,S,JUSTINE,ST,60636,1167125.61787888,1861549.7018298,16,7,67,41.7756480141153,-87.66288493610436,"(41.7756480141153, -87.66288493610436)"
Vacant/Abandoned Building,17-00432568,01/24/2017,Garage,,Open,GARAGE ONLY,Occupied,true,true,5835,S,NEW ENGLAND,AVE,60638,1131397.41367705,1865070.63832731,13,8,56,41.78599983495212,-87.79378241943317,"(41.78599983495212, -87.79378241943317)"
Vacant/Abandoned Building,17-00428451,01/24/2017,Front,,Open,,Vacant,false,false,6548,S,SANGAMON,ST,60621,1171102.08859239,1861409.01852288,6,7,68,41.77517596698362,-87.6483117225673,"(41.77517596698362, -87.6483117225673)"
Vacant/Abandoned Building,17-00437114,01/24/2017,Front,,Open,ALL DOORS AND WINDOWS,Vacant,false,false,2517,W,63RD,ST,60629,1160604.22306854,1862798.92338313,16,8,66,41.77921308116708,-87.68675738327241,"(41.77921308116708, -87.68675738327241)"
Vacant/Abandoned Building,17-00431741,01/24/2017,Front,,Boarded,,Vacant,false,false,8741,S,COLFAX,AVE,60617,1195007.400015,1847518.29990621,7,4,46,41.736502837023814,-87.56113635234719,"(41.736502837023814, -87.56113635234719)"
Vacant/Abandoned Building,17-00432451,01/24/2017,Front,,Open,,Occupied,false,true,5234,S,SANGAMON,ST,60609,1170866.11007381,1870111.11612206,20,9,61,41.79906067221538,-87.64892285013372,"(41.79906067221538, -87.64892285013372)"
Vacant/Abandoned Building,17-00436540,01/24/2017,Front,,Open,BACK,Vacant,false,false,7931,S,DANTE,AVE,,1187229.9700887,1852688.42999924,8,4,45,41.75087814673552,-87.5894660893678,"(41.75087814673552, -87.5894660893678)"
Vacant/Abandoned Building,17-00440421,01/24/2017,Rear,,Boarded,,Vacant,false,true,7725,S,PHILLIPS,AVE,60649,1193870.77051152,1854218.58558084,7,4,43,41.75491688773976,-87.56508133961086,"(41.75491688773976, -87.56508133961086)"
Vacant/Abandoned Building,17-00430113,01/24/2017,Front,,Open,FRONT,Vacant,false,true,1323,W,49TH,PL,60609,1168343.35803321,1871937.38981549,20,9,61,41.80412691957606,-87.65812175310826,"(41.80412691957606, -87.65812175310826)"
Vacant/Abandoned Building,17-00431875,01/24/2017,Front,,Boarded,,Vacant,false,false,5618,S,OAKLEY,AVE,60636,1162074.55770375,1867382.00992657,15,8,63,41.79175921666047,-87.68123953073005,"(41.79175921666047, -87.68123953073005)"
Vacant/Abandoned Building,17-00432305,01/24/2017,Rear,,Open,BACK DOOR,Occupied,false,true,5230,S,SANGAMON,ST,60609,1170865.41007381,1870139.61612206,20,9,61,41.79913889460125,-87.6489245850259,"(41.79913889460125, -87.6489245850259)"
Vacant/Abandoned Building,17-00431881,01/24/2017,Front,,Boarded,,Vacant,false,false,6415,S,JUSTINE,ST,60636,1167107.9877969,1862186.75797842,16,7,67,41.777396554406145,-87.66293136031116,"(41.777396554406145, -87.66293136031116)"
Vacant/Abandoned Building,17-00432859,01/24/2017,Front,,Open,FRONT DOOR,Vacant,false,true,5528,S,CARPENTER,ST,60621,1170258.45988372,1868058.42242625,16,7,68,41.793441107464155,-87.6512109739736,"(41.793441107464155, -87.6512109739736)"
Vacant/Abandoned Building,17-00447199,01/24/2017,Front,,Open,FRONT AND REAR WINDOWS AND THE FRONT ENTRANCE DOOR,Vacant,false,false,1244,E,46TH,ST,60653,1185299.83699194,1874605.1798285,4,2,39,41.81106516209156,-87.59585013667096,"(41.81106516209156, -87.59585013667096)"
Vacant/Abandoned Building,17-00429400,01/24/2017,Rear,,Open,BACK DOOR,Vacant,false,true,5305,S,EMERALD,AVE,60609,1172203.0647204,1869689.32751986,20,9,61,41.79787392399871,-87.64403234286758,"(41.79787392399871, -87.64403234286758)"
Vacant/Abandoned Building,17-00432201,01/24/2017,Front,,Open,,Vacant,false,false,2421,N,MARMORA,AVE,60639,1136655.20419027,1915485.5614255,30,25,19,41.9242536245464,-87.77329872694742,"(41.9242536245464, -87.77329872694742)"
Vacant/Abandoned Building,17-00429787,01/24/2017,Front,,Boarded,ISSUE IS THE DEBRIS,Vacant,false,false,8451,S,MUSKEGON,AVE,60617,1196624.15361683,1849482.6995902,10,4,46,41.7418533471776,-87.55514815344526,"(41.7418533471776, -87.55514815344526)"
Vacant/Abandoned Building,17-00431709,01/24/2017,Front,,Boarded,,Vacant,false,false,13251,S,FORRESTVILLE,AVE,60827,1182327.49890007,1817507.22482477,9,5,54,41.65445123459856,-87.6085159644849,"(41.65445123459856, -87.6085159644849)"
Vacant/Abandoned Building,17-00438170,01/24/2017,Front,,Open,VARIOUS AGAIN,Vacant,false,false,317,W,107TH,ST,60628,1176012.85840823,1833972.28691117,34,5,49,41.699777326947704,-87.63113020700462,"(41.699777326947704, -87.63113020700462)"
Vacant/Abandoned Building,17-00457131,01/25/2017,Front,,Open,FRONT DOOR,Occupied,false,true,11132,S,EGGLESTON,AVE,60628,1175274.29016909,1831084.76557575,34,22,49,41.691870030196824,-87.63392037863102,"(41.691870030196824, -87.63392037863102)"
Vacant/Abandoned Building,17-00458465,01/25/2017,Front,,Open,ALL,Vacant,false,true,7128,S,LANGLEY,AVE,60619,1182011.4757906,1857903.39432554,6,3,69,41.76531076868635,-87.60842794899669,"(41.76531076868635, -87.60842794899669)"
Vacant/Abandoned Building,17-00459807,01/25/2017,Front,,Open,FRONT WINDOWS ON 2ND FLOOR,Vacant,false,false,7830,S,ST LAWRENCE,AVE,60619,1181590.72573142,1853220.83060754,6,6,69,41.75247104311092,-87.61011440142639,"(41.75247104311092, -87.61011440142639)"
Vacant/Abandoned Building,17-00452849,01/25/2017,Front,,Open,REAR OPEN,Vacant,false,false,11115,S,EGGLESTON,AVE,60628,1175270.29016909,1831198.46557575,34,22,49,41.692182129302154,-87.6339316432056,"(41.692182129302154, -87.6339316432056)"
Vacant/Abandoned Building,17-00454911,01/25/2017,Front,,Boarded,,Vacant,false,true,4045,W,WILCOX,ST,60624,1149447.55756937,1899028.8821832,28,11,26,41.878855946632555,-87.72672143243187,"(41.878855946632555, -87.72672143243187)"
Vacant/Abandoned Building,17-00457825,01/25/2017,Rear,,Open,,Vacant,false,false,9718,S,JEFFERY,AVE,60617,1191209.89220855,1840925.03012119,7,4,51,41.718502914911475,-87.57526163985102,"(41.718502914911475, -87.57526163985102)"
Vacant/Abandoned Building,17-00456690,01/25/2017,,,,,,,,8731,S,WABASH,AVE,60619,1178236.82038827,1847119.60017397,9,6,44,41.73580524554704,-87.6225896241143,"(41.73580524554704, -87.6225896241143)"
Vacant/Abandoned Building,17-00457395,01/25/2017,Front,,Open,FRONT DOOR,Vacant,false,true,11437,S,CALUMET,AVE,60628,1180623.93406892,1829053.21788919,9,5,49,41.686174310402436,-87.61439682572265,"(41.686174310402436, -87.61439682572265)"
Vacant/Abandoned Building,17-00450503,01/25/2017,Front,,Open,REAR SIDE DOOR,Vacant,false,true,9438,S,LANGLEY,AVE,60619,1182565.1682054,1842468.25722112,9,6,49,41.722942234263776,-87.60687612772276,"(41.722942234263776, -87.60687612772276)"
Vacant/Abandoned Building,17-00453497,01/25/2017,,,,,,,,1139,E,93RD,ST,60619,1185540.50309634,1843546.84137161,8,4,47,41.72583257441803,-87.59594406623198,"(41.72583257441803, -87.59594406623198)"
Vacant/Abandoned Building,17-00458001,01/25/2017,Front,,Open,BACK AND SIDE,Vacant,false,false,1304,E,73RD,ST,60619,1186183.54738136,1856862.01938056,8,3,43,41.76235563713811,-87.59316905619073,"(41.76235563713811, -87.59316905619073)"
Vacant/Abandoned Building,17-00449801,01/25/2017,Front,,Boarded,INFESTED WITH RACCOONS,Vacant,false,false,1249,W,72ND,PL,60636,1169138.79257063,1856702.59007017,6,7,67,41.76230361934889,-87.65564484910735,"(41.76230361934889, -87.65564484910735)"
Vacant/Abandoned Building,17-00453037,01/25/2017,Front,,Open,,Vacant,false,false,3529,W,LE MOYNE,ST,60651,1152558.42610651,1909742.21470123,26,14,23,41.90819349144205,-87.71501535456424,"(41.90819349144205, -87.71501535456424)"
Vacant/Abandoned Building,17-00464141,01/25/2017,Front,,Open,FRONT & REAR,Vacant,false,false,4824,W,MONROE,ST,60644,1144255.57029006,1899225.31003182,28,15,25,41.87949408623208,-87.74578069222743,"(41.87949408623208, -87.74578069222743)"
Vacant/Abandoned Building,17-00461748,01/25/2017,Front,,Boarded,N/A,Vacant,false,false,2054,N,PULASKI,RD,60639,1149379.19237381,1913437.97012026,26,25,20,41.918397291772216,-87.72659828844799,"(41.918397291772216, -87.72659828844799)"
Vacant/Abandoned Building,17-00478163,01/26/2017,Front,,Open,,Vacant,false,true,1556,E,93RD,ST,60619,1188190.1418948,1843622.55103113,8,4,48,41.72597763561519,-87.58623600402213,"(41.72597763561519, -87.58623600402213)"
Vacant/Abandoned Building,17-00478880,01/26/2017,Front,,Open,,Vacant,false,false,11130,S,EGGLESTON,AVE,60628,1175273.79016909,1831098.06557575,34,22,49,41.691906538548,-87.63392181382378,"(41.691906538548, -87.63392181382378)"
Vacant/Abandoned Building,17-00477140,01/26/2017,Front,,Boarded,,Vacant,false,false,3036,N,KOSTNER,AVE,60641,1146520.38498501,1919828.72308341,31,25,20,41.93598914106992,-87.73693854896854,"(41.93598914106992, -87.73693854896854)"
Vacant/Abandoned Building,17-00478038,01/26/2017,Front,,Boarded,,Vacant,false,false,2130,E,71ST,ST,60649,1191752.48441019,1858278.58170714,5,3,43,41.76610949041901,-87.572712555912,"(41.76610949041901, -87.572712555912)"
Vacant/Abandoned Building,17-00478044,01/26/2017,Front,,Boarded,,Vacant,false,false,2122,E,71ST,ST,60649,1191666.78441019,1858276.78170714,5,3,43,41.7661066302608,-87.57302672935062,"(41.7661066302608, -87.57302672935062)"
Vacant/Abandoned Building,17-00481569,01/26/2017,Front,,Open,FRONT,Vacant,false,true,512,E,90TH,ST,60619,1181233.11998334,1845417.90018191,9,6,44,41.73106715435863,-87.61166465972433,"(41.73106715435863, -87.61166465972433)"
Vacant/Abandoned Building,17-00477502,01/26/2017,Front,,Open,FRONT DOOR,Vacant,false,false,9221,S,AVALON,AVE,60619,1186149.00519607,1844086.93219063,8,4,47,41.72730031770421,-87.59369811483857,"(41.72730031770421, -87.59369811483857)"
Vacant/Abandoned Building,17-00473559,01/26/2017,Rear,,Open,BACK DOOR AND WINDOWS,Vacant,false,false,8013,S,WOODLAWN,AVE,60619,1185604.5509795,1852105.74380489,8,4,45,41.74931760575322,-87.59544064920394,"(41.74931760575322, -87.59544064920394)"
Vacant/Abandoned Building,17-00474899,01/26/2017,Rear,,Open,,Vacant,false,true,7939,S,ELLIS,AVE,60619,1184269.80307806,1852568.37978129,8,6,44,41.750618433766945,-87.60031719494418,"(41.750618433766945, -87.60031719494418)"
Vacant/Abandoned Building,17-00474801,01/26/2017,,,,,,,,1435,S,KARLOV,AVE,60623,1149283.19226764,1892826.24180307,24,10,29,41.86183836367305,-87.72748569956902,"(41.86183836367305, -87.72748569956902)"
Vacant/Abandoned Building,17-00474865,01/26/2017,Front,,Boarded,,Vacant,false,false,6000,S,INDIANA,AVE,60637,1178625.90591778,1865274.50512274,20,3,40,41.78561548426102,-87.6206130956763,"(41.78561548426102, -87.6206130956763)"
Vacant/Abandoned Building,17-00475575,01/26/2017,Front,,Open,FRONT DOOR,Vacant,false,true,7950,S,LAFLIN,ST,60620,1167718.105225,1851970.701625,21,6,71,41.74934926952967,-87.66098740560095,"(41.74934926952967, -87.66098740560095)"
Vacant/Abandoned Building,17-00480803,01/26/2017,Rear,,Open,BACK,Vacant,false,true,6340,S,KENWOOD,AVE,60637,1186161.55963315,1863227.30151105,20,3,42,41.77982305456887,-87.59304883630269,"(41.77982305456887, -87.59304883630269)"
Vacant/Abandoned Building,17-00482044,01/26/2017,Front,,Open,FRONT DOOR,Vacant,false,true,6407,S,WINCHESTER,AVE,60636,1164456.87713032,1862171.35261748,15,7,67,41.777410583523206,-87.67265078489235,"(41.777410583523206, -87.67265078489235)"
Vacant/Abandoned Building,17-00478377,01/26/2017,Front,,Open,FRONT,Vacant,false,false,5560,S,PRINCETON,AVE,60621,1175235.12878755,1868011.08056735,3,7,68,41.7932013878626,-87.63296345594398,"(41.7932013878626, -87.63296345594398)"
Vacant/Abandoned Building,17-00478427,01/26/2017,Front,,Boarded,FRONT,Vacant,false,false,5514,S,PRINCETON,AVE,60621,1175227.5217111,1868279.55389395,3,7,68,41.79393827608362,-87.63298333009338,"(41.79393827608362, -87.63298333009338)"
Vacant/Abandoned Building,17-00472615,01/26/2017,Front,,Open,,Vacant,false,false,1414,W,72ND,PL,60636,1168108.36579556,1856673.47862725,17,7,67,41.76224594835615,-87.65942234266747,"(41.76224594835615, -87.65942234266747)"
Vacant/Abandoned Building,17-00475653,01/26/2017,,,,,,,,3343,W,GRAND,AVE,60651,1153853.41997284,1906685.26752108,27,11,23,41.8997792333067,-87.71033973522641,"(41.8997792333067, -87.71033973522641)"
Vacant/Abandoned Building,17-00475654,01/26/2017,,,,,,,,3333,W,GRAND,AVE,60651,1153917.11997284,1906651.86752108,27,11,23,41.89968631098477,-87.71010665457763,"(41.89968631098477, -87.71010665457763)"
Vacant/Abandoned Building,17-00494368,01/27/2017,Front,,Open,BACK ENTRANCE,Vacant,false,true,8533,S,SAGINAW,AVE,60617,1195310.57656607,1848905.76637928,7,4,46,41.74030269058829,-87.5599799586523,"(41.74030269058829, -87.5599799586523)"
Vacant/Abandoned Building,17-00499890,01/27/2017,,,,,,,,1518,E,72ND,ST,60619,1187634.51959284,1857554.39023231,7,3,43,41.76422118118383,-87.58782912314453,"(41.76422118118383, -87.58782912314453)"
Vacant/Abandoned Building,17-00496690,01/27/2017,Front,,Open,FRONT DOORS. UNLOCKED.. REAR DOORS ARE OPEN..,Vacant,false,true,7123,S,MICHIGAN,AVE,60619,1178396.12741408,1857816.8824261,6,3,69,41.76515621673675,-87.62168183302836,"(41.76515621673675, -87.62168183302836)"
Vacant/Abandoned Building,17-00496982,01/27/2017,Front,,Open,FRONT AND REAR DOORS..,Vacant,false,true,7129,S,MICHIGAN,AVE,60619,1178397.12741408,1857776.6824261,6,3,69,41.76504588085761,-87.62167938681883,"(41.76504588085761, -87.62167938681883)"
Vacant/Abandoned Building,17-00496887,01/27/2017,Front,,Open,FRONT DOORS AND REAR..,Vacant,false,true,7131,S,MICHIGAN,AVE,60619,1178397.42741408,1857763.2824261,6,3,69,41.76500910298754,-87.62167869359241,"(41.76500910298754, -87.62167869359241)"
Vacant/Abandoned Building,17-00495545,01/27/2017,,,,,,,,1221,N,PARKSIDE,AVE,60651,1138454.00520144,1907573.52312887,29,25,25,41.90250965013543,-87.76688109448939,"(41.90250965013543, -87.76688109448939)"
Vacant/Abandoned Building,17-00499068,01/27/2017,Front,,Open,,Vacant,false,true,1048,N,SPRINGFIELD,AVE,60651,1150193.44369909,1906713.42802041,37,11,23,41.899928654253976,-87.72378221889728,"(41.899928654253976, -87.72378221889728)"
Vacant/Abandoned Building,17-00502150,01/27/2017,Front,,Open,FRONT DOOR KICKED IN,Vacant,false,false,326,W,105TH,PL,60628,1175954.65389518,1834967.36832323,34,5,49,41.702509276891,-87.63131362671277,"(41.702509276891, -87.63131362671277)"
Vacant/Abandoned Building,17-00515882,01/28/2017,Rear,,Open,,Vacant,false,true,5114,S,THROOP,ST,60609,1168526.4862743,1870857.33130454,20,9,61,41.80115916871151,-87.6574812731524,"(41.80115916871151, -87.6574812731524)"
Vacant/Abandoned Building,17-00512147,01/28/2017,Front,,Open,,Vacant,false,false,7241,S,MORGAN,ST,60621,1170896.62437301,1856808.19110488,6,7,68,41.76255521886798,-87.6491990823255,"(41.76255521886798, -87.6491990823255)"
Vacant/Abandoned Building,17-00511678,01/28/2017,Front,,Open,FRONT AND REAR DOORS,Vacant,false,true,6944,S,RACINE,AVE,60636,1169519.67239956,1858739.03211361,6,7,67,41.76788363389096,-87.65418994118079,"(41.76788363389096, -87.65418994118079)"
Vacant/Abandoned Building,17-00526605,01/29/2017,Front,,Open,FRONT DOOR,Vacant,false,true,7118,S,MICHIGAN,AVE,60619,1178395.32741408,1857850.3824261,6,3,69,41.76524816254431,-87.62168374936476,"(41.76524816254431, -87.62168374936476)"
Vacant/Abandoned Building,17-00524288,01/29/2017,Front,,Open,FRONT/REAR DOORS WITH BROKEN WINDOWS,Vacant,false,false,38,W,110TH,PL,60628,1177966.62997064,1831695.42000226,34,5,49,41.69348534254572,-87.62404500621473,"(41.69348534254572, -87.62404500621473)"
Vacant/Abandoned Building,17-00542211,01/30/2017,Front,,Open,,Vacant,false,false,7327,S,PAXTON,AVE,60649,1192153.2209961,1856810.78733152,7,3,43,41.76207201411498,-87.57129140357331,"(41.76207201411498, -87.57129140357331)"
Vacant/Abandoned Building,17-00542212,01/30/2017,Front,,Open,,Vacant,false,false,7531,S,COLFAX,AVE,60649,1194820.02070806,1855526.15987294,7,4,43,41.758481656983264,-87.56155969009926,"(41.758481656983264, -87.56155969009926)"
Vacant/Abandoned Building,17-00544135,01/30/2017,Front,,Open,,Vacant,false,true,11819,S,LAFAYETTE,AVE,60628,1178037.65540593,1826594.09659477,34,5,53,41.67948495182473,-87.62393876587542,"(41.67948495182473, -87.62393876587542)"
Vacant/Abandoned Building,17-00554191,01/30/2017,Front,,Open,FRONT DOOR,Vacant,false,true,9945,S,HOXIE,AVE,60617,1195111.03230572,1839526.65360596,7,4,51,41.71457048800702,-87.56101936785936,"(41.71457048800702, -87.56101936785936)"
Vacant/Abandoned Building,17-00548133,01/30/2017,,,,,,,,9610,S,LUELLA,AVE,60617,1192947.219484,1841865.61346799,7,4,51,41.721041813307714,-87.56886795094343,"(41.721041813307714, -87.56886795094343)"
Vacant/Abandoned Building,17-00547251,01/30/2017,Front,,Open,,Vacant,false,false,8001,S,SAGINAW,AVE,60617,1195234.80089515,1852430.26677799,7,4,46,41.74997607055683,-87.56014155434146,"(41.74997607055683, -87.56014155434146)"
Vacant/Abandoned Building,17-00554192,01/30/2017,Front,,Open,FRONT DOOR,Vacant,false,true,7520,S,DORCHESTER,AVE,60619,1186845.01292116,1855410.16597408,5,4,43,41.75835597337461,-87.59079065799273,"(41.75835597337461, -87.59079065799273)"
Vacant/Abandoned Building,17-00546444,01/30/2017,Front,,Open,ALL AROUND,Vacant,false,true,9330,S,RHODES,AVE,60619,1181544.004113,1843218.00659416,9,6,49,41.7250232240936,-87.61059345575897,"(41.7250232240936, -87.61059345575897)"
Vacant/Abandoned Building,17-00558452,01/30/2017,Front,,Open,BACK,Vacant,false,false,9148,S,DREXEL,AVE,,1184156.08713061,1844424.43987242,8,4,47,41.72827323642604,-87.60098785908549,"(41.72827323642604, -87.60098785908549)"
Vacant/Abandoned Building,17-00546494,01/30/2017,Front,,Open,,Vacant,false,true,9801,S,AVENUE L,,60617,1201797.359799,1840729.93449175,10,4,52,41.71770519519646,-87.53649103001985,"(41.71770519519646, -87.53649103001985)"
Vacant/Abandoned Building,17-00551008,01/30/2017,,,,,,,,2121,W,19TH,ST,60608,1162530.91961286,1890722.9814127,25,12,31,41.8557999839859,-87.6789142218893,"(41.8557999839859, -87.6789142218893)"
Vacant/Abandoned Building,17-00559489,01/30/2017,Front,,Boarded,N/A,Vacant,false,false,6739,S,ST LAWRENCE,AVE,60637,1181396.37270842,1860460.12981008,20,3,42,41.77234091065383,-87.61060372402085,"(41.77234091065383, -87.61060372402085)"
Vacant/Abandoned Building,17-00547726,01/30/2017,Front,,Open,PIPES BUSTED INSIDE --- WATER POURING OUT THE REAR KITCHEN WINDOW,Vacant,false,true,7601,S,HAMILTON,AVE,60620,1163365.94998937,1854219.07997249,18,6,71,41.75561136621013,-87.67687263593854,"(41.75561136621013, -87.67687263593854)"
Vacant/Abandoned Building,17-00542480,01/30/2017,Front,,Open,ALL OVER,Vacant,false,false,10741,S,COTTAGE GROVE,AVE,60628,1182230.18456678,1833853.56681035,9,5,50,41.69931018365381,-87.60836879779481,"(41.69931018365381, -87.60836879779481)"
Vacant/Abandoned Building,17-00554510,01/30/2017,Front,,Open,,Vacant,false,false,11240,S,ST LOUIS,AVE,60655,1155036.27149378,1829725.52450288,19,22,74,41.688567060402434,-87.70805112324331,"(41.688567060402434, -87.70805112324331)"
Vacant/Abandoned Building,17-00569457,01/31/2017,Front,,Open,,Vacant,false,false,2438,W,48TH,ST,60632,1160922.5410734,1872786.72997241,15,9,58,41.806614365288354,-87.68531438239049,"(41.806614365288354, -87.68531438239049)"
Vacant/Abandoned Building,17-00566414,01/31/2017,Front,,Open,ALL OVER,Vacant,false,false,9556,S,BENNETT,AVE,60617,1190518.19007718,1841976.18721704,7,4,51,41.72140408414344,-87.57776126832587,"(41.72140408414344, -87.57776126832587)"
Vacant/Abandoned Building,17-00567050,01/31/2017,,,,,,,,826,N,LOCKWOOD,AVE,60651,1140871.84652052,1904995.25381705,37,15,25,41.89539042087129,-87.75806334032514,"(41.89539042087129, -87.75806334032514)"
Vacant/Abandoned Building,17-00577105,01/31/2017,Front,,Open,FRONT AND BACK,Vacant,false,false,950,N,PULASKI,RD,60651,1149558.48648366,1905714.839691,37,11,23,41.89720078163921,-87.7261404054131,"(41.89720078163921, -87.7261404054131)"
Vacant/Abandoned Building,17-00571867,01/31/2017,Front,,Open,,Vacant,false,true,10814,S,HOXIE,AVE,60617,1195234.07022223,1833836.31143262,10,4,51,41.698952597088166,-87.56075573092534,"(41.698952597088166, -87.56075573092534)"
Vacant/Abandoned Building,17-00574344,01/31/2017,Front,,Open,FRONT DOOR,Vacant,false,false,531,E,87TH,ST,60619,1181381.5597702,1847419.3945875,9,6,44,41.73655607356408,-87.6110593456222,"(41.73655607356408, -87.6110593456222)"
Vacant/Abandoned Building,17-00564999,01/31/2017,Front,,Open,FRONT,Occupied,true,true,8812,S,EXCHANGE,AVE,60617,1197295.09871622,1847107.78118262,10,4,46,41.735319709041455,-87.55276880704405,"(41.735319709041455, -87.55276880704405)"
Vacant/Abandoned Building,17-00569899,01/31/2017,Front,,Boarded,BACK DOOR WIDE OPEN,Vacant,false,true,6721,S,JUSTINE,ST,60636,1167163.54601065,1860075.71510288,16,7,67,41.77160239356257,-87.66278802586744,"(41.77160239356257, -87.66278802586744)"
Vacant/Abandoned Building,17-00577558,01/31/2017,Front,,Open,REAR DOOR,Vacant,false,false,8626,S,THROOP,ST,60620,1169166.09659469,1847569.59076791,21,6,71,41.737240837090866,-87.65580836180865,"(41.737240837090866, -87.65580836180865)"
Vacant/Abandoned Building,17-00567971,01/31/2017,Front,,Open,ALL AROUND OPEN .. AND NOW ALL FIRE DEBRIS,Vacant,true,true,4200,W,KAMERLING,AVE,60651,1148133.42482111,1908657.04982535,26,25,23,41.905302068365536,-87.73129866887342,"(41.905302068365536, -87.73129866887342)"
Vacant/Abandoned Building,17-00569303,01/31/2017,Front,,Open,,Vacant,false,false,11703,S,THROOP,ST,60643,1169767.50370641,1827162.54042598,34,5,53,41.68122772681639,-87.6541946488867,"(41.68122772681639, -87.6541946488867)"
Vacant/Abandoned Building,17-00572497,01/31/2017,Front,,Open,FRONT AND BACK,Vacant,true,true,11823,S,LOWE,AVE,60628,1174094.80699074,1826487.02102192,,,,41.67927929797076,-87.63837440013674,"(41.67927929797076, -87.63837440013674)"
Vacant/Abandoned Building,17-00572635,01/31/2017,Front,,Open,FRONT DOOR AND GARAGE,Vacant,false,false,11242,S,ST LOUIS,AVE,60655,1155036.57149378,1829715.32450288,19,22,74,41.68853906364914,-87.70805029599401,"(41.68853906364914, -87.70805029599401)"
Vacant/Abandoned Building,17-00572647,01/31/2017,Front,,Open,FRONT AND BACK,Vacant,false,false,11806,S,LOWE,AVE,60628,1174089.10699074,1826603.12102192,34,5,53,41.67959802107925,-87.63839183674504,"(41.67959802107925, -87.63839183674504)"
Vacant/Abandoned Building,17-00588264,02/01/2017,Rear,,Open,REAR,Vacant,true,false,6214,S,VERNON,AVE,60637,1180318.20561833,1863908.4041809,20,3,42,41.78182811096381,-87.61445026720193,"(41.78182811096381, -87.61445026720193)"
Vacant/Abandoned Building,17-00590368,02/01/2017,Front,,Open,,Vacant,false,false,11726,S,VINCENNES,AVE,60643,1165515.0451896,1827087.8280935,34,22,75,41.68111363441936,-87.66976305139075,"(41.68111363441936, -87.66976305139075)"
Vacant/Abandoned Building,17-00594928,02/01/2017,Front,,Open,,Vacant,false,false,2819,W,JACKSON,BLVD,60612,1157560.99852667,1898566.91481818,27,11,27,41.87742703737449,-87.69694286917,"(41.87742703737449, -87.69694286917)"
Vacant/Abandoned Building,17-00594225,02/01/2017,,,,,,,,7941,S,SAGINAW,AVE,60617,1195226.55990563,1852824.9647019,7,4,46,41.751059355494064,-87.56015875520353,"(41.751059355494064, -87.56015875520353)"
Vacant/Abandoned Building,17-00591081,02/01/2017,,,,,,,,7057,N,RAVENSWOOD,AVE,60626,1163063.0300285,1947105.62747626,49,24,1,42.01050617505024,-87.67537289087448,"(42.01050617505024, -87.67537289087448)"
